"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases"
"2826","nov5","North Carolina","Guilford","High Point","High Point University",153,"GuilfordNorth Carolina",0.0231656781601492,"Fully in person","5137","Private nonprofit, 4-year",0.0297839205762118
"2830","nov5","North Carolina","Catawba","Hickory","Lenoir-Rhyne University",36,"CatawbaNorth Carolina",0.0309368164411379,"Primarily in person","2700","Private nonprofit, 4-year",0.0133333333333333
"2832","nov5","North Carolina","Madison","Mars Hill","Mars Hill University",21,"MadisonNorth Carolina",0.0147552286830614,"Primarily online","1154","Private nonprofit, 4-year",0.0181975736568458
"2833","nov5","North Carolina","Wake","Raleigh","Meredith College",53,"WakeNorth Carolina",0.0206105448922925,"Primarily in person","1905","Private nonprofit, 4-year",0.0278215223097113
"2834","nov5","North Carolina","Cumberland","Fayetteville","Methodist University",37,"CumberlandNorth Carolina",0.0225359081276508,"Fully in person","2092","Private nonprofit, 4-year",0.0176864244741874
"2835","nov5","North Carolina","Buncombe","Montreat","Montreat College",27,"BuncombeNorth Carolina",0.0170105401794089,"Hybrid","921","Private nonprofit, 4-year",0.0293159609120521
"2837","nov5","North Carolina","Durham","Durham","North Carolina Central University",88,"DurhamNorth Carolina",0.029584307967949,"Hybrid","8207","Public, 4-year",0.0107225539173876
"2838","nov5","North Carolina","Wake","Raleigh","North Carolina State University",1227,"WakeNorth Carolina",0.0206105448922925,"Fully online","35479","Public, 4-year",0.0345838383268976
"2839","nov5","North Carolina","Nash","Rocky Mount","North Carolina Wesleyan College",41,"NashNorth Carolina",0.0387707056353263,"Primarily in person","2034","Private nonprofit, 4-year",0.02015732546706
"2840","nov5","North Carolina","Stanly","Misenheimer","Pfeiffer University",43,"StanlyNorth Carolina",0.0401713212113492,"Primarily in person","1365","Private nonprofit, 4-year",0.0315018315018315
"2841","nov5","North Carolina","Mecklenburg","Charlotte","Queens University of Charlotte",0,"MecklenburgNorth Carolina",0.0320698947004384,"Fully online","2536","Private nonprofit, 4-year",0
"2843","nov5","North Carolina","Forsyth","Winston-Salem","Salem College",0,"ForsythNorth Carolina",0.0249702454910475,"Fully online","842","Private nonprofit, 4-year",0
"2844","nov5","North Carolina","Wake","Raleigh","Shaw University",20,"WakeNorth Carolina",0.0206105448922925,"Hybrid","1411","Private nonprofit, 4-year",0.0141743444365698
"2845","nov5","North Carolina","Wayne","Mount Olive","University of Mount Olive",44,"WayneNorth Carolina",0.0397868936336097,"Primarily online","3208","Private nonprofit, 4-year",0.013715710723192
"2847","nov5","North Carolina","Forsyth","Winston Salem","University of North Carolina School of the Arts",15,"ForsythNorth Carolina",0.0249702454910475,"Primarily in person","1042","Public, 4-year",0.0143953934740883
"2849","nov5","North Carolina","Orange","Chapel Hill","University of North Carolina, Chapel Hill",1309,"OrangeNorth Carolina",0.021794768178022,"Fully online","30011","Public, 4-year",0.0436173403085535
"2850","nov5","North Carolina","Mecklenburg","Charlotte","University of North Carolina, Charlotte",526,"MecklenburgNorth Carolina",0.0320698947004384,"Primarily online","29710","Public, 4-year",0.017704476607203
"2851","nov5","North Carolina","Guilford","Greensboro","University of North Carolina, Greensboro",200,"GuilfordNorth Carolina",0.0231656781601492,"Primarily online","20106","Public, 4-year",0.00994727941907888
"2852","nov5","North Carolina","Robeson","Pembroke","University of North Carolina, Pembroke",398,"RobesonNorth Carolina",0.048911004784689,"Primarily in person","7137","Public, 4-year",0.0557657278968754
"2853","nov5","North Carolina","Forsyth","Winston-Salem","Wake Forest University",378,"ForsythNorth Carolina",0.0249702454910475,"Primarily online","8401","Private nonprofit, 4-year",0.044994643494822
"2854","nov5","North Carolina","Wake","Raleigh","Wake Technical Community College",39,"WakeNorth Carolina",0.0206105448922925,"Primarily online","21872","Public, 2-year",0.00178310168251646
"2855","nov5","North Carolina","Buncombe","Swannanoa","Warren Wilson College",1,"BuncombeNorth Carolina",0.0170105401794089,"Primarily in person","741","Private nonprofit, 4-year",0.00134952766531714
"2856","nov5","North Carolina","Jackson","Cullowhee","Western Carolina University",337,"JacksonNorth Carolina",0.0263780782011016,"Hybrid","11639","Public, 4-year",0.0289543775238423
"2857","nov5","North Carolina","Wake","Raleigh","William Peace University",23,"WakeNorth Carolina",0.0206105448922925,"Primarily in person","910","Private nonprofit, 4-year",0.0252747252747253
"2858","nov5","North Carolina","Union","Wingate","Wingate University",82,"UnionNorth Carolina",0.0261528648080747,"Primarily in person","3689","Private nonprofit, 4-year",0.0222282461371645
"2859","nov5","North Carolina","Forsyth","Winston-Salem","Winston-Salem State University",57,"ForsythNorth Carolina",0.0249702454910475,"Hybrid","5190","Public, 4-year",0.0109826589595376
"2860","nov5","North Dakota","Burleigh","Bismarck","Bismarck State College",161,"BurleighNorth Dakota",0.0845376780373539,"Primarily in person","3778","Public, 4-year",0.0426151402858655
"2861","nov5","North Dakota","Bottineau","Bottineau","Dakota College, Bottineau",46,"BottineauNorth Dakota",0.0600127347978351,"Primarily in person","996","Public, 2-year",0.0461847389558233
"2862","nov5","North Dakota","Stark","Dickinson","Dickinson State University",96,"StarkNorth Dakota",0.0821239162882276,"Hybrid","1392","Public, 4-year",0.0689655172413793
"2863","nov5","North Dakota","Ramsey","Devils Lake","Lake Region State College",42,"RamseyNorth Dakota",0.0596405938015453,"Primarily in person","2072","Public, 2-year",0.0202702702702703
"2864","nov5","North Dakota","Traill","Mayville","Mayville State University",28,"TraillNorth Dakota",0.0542558486809358,"Hybrid","1184","Public, 4-year",0.0236486486486486
"2865","nov5","North Dakota","Ward","Minot","Minot State University",369,"WardNorth Dakota",0.0619003267249154,"Primarily in person","3189","Public, 4-year",0.115710253998119
"2866","nov5","North Dakota","Richland","Wahpeton","North Dakota State College of Science",122,"RichlandNorth Dakota",0.0389441800086543,"Primarily online","2957","Public, 2-year",0.0412580317889753
"2867","nov5","North Dakota","Cass","Fargo","North Dakota State University",504,"CassNorth Dakota",0.059750553805731,"Hybrid","13796","Public, 4-year",0.0365323282110757
"2869","nov5","North Dakota","Sioux","Fort Yates","Sitting Bull College",12,"SiouxNorth Dakota",0.0695035460992908,"Hybrid","273","Public, 4-year",0.043956043956044
"2871","nov5","North Dakota","Grand Forks","Grand Forks","University of North Dakota",1356,"Grand ForksNorth Dakota",0.0743977768498654,"Hybrid","13847","Public, 4-year",0.0979273488842348
"2872","nov5","North Dakota","Barnes","Valley City","Valley City State University",49,"BarnesNorth Dakota",0.0448391742678829,"Hybrid","1547","Public, 4-year",0.0316742081447964
"2873","nov5","North Dakota","Williams","Williston","Williston State College",104,"WilliamsNorth Dakota",0.0561068397669531,"Hybrid","1124","Public, 2-year",0.0925266903914591
"2876","nov5","Ohio","Ashland","Ashland","Ashland University",40,"AshlandOhio",0.0104143295191085,"Hybrid","6627","Private nonprofit, 4-year",0.00603591368643428
"2877","nov5","Ohio","Cuyahoga","Berea","Baldwin Wallace University",53,"CuyahogaOhio",0.0186410184993264,"Primarily in person","3709","Private nonprofit, 4-year",0.0142895659207334
"2878","nov5","Ohio","Allen","Bluffton","Bluffton University",2,"AllenOhio",0.0280309913923655,"Hybrid","770","Private nonprofit, 4-year",0.0025974025974026
"2881","nov5","Ohio","Franklin","Columbus","Capital University",6,"FranklinOhio",0.0275130699993013,"Primarily online","3213","Private nonprofit, 4-year",0.00186741363211951
"2882","nov5","Ohio","Cuyahoga","Cleveland","Case Western Reserve University",62,"CuyahogaOhio",0.0186410184993264,"Primarily online","11890","Private nonprofit, 4-year",0.00521446593776283
"2883","nov5","Ohio","Greene","Cedarville","Cedarville University",28,"GreeneOhio",0.0185927298341985,"Primarily in person","4150","Private nonprofit, 4-year",0.00674698795180723
"2884","nov5","Ohio","Greene","Wilberforce","Central State University",23,"GreeneOhio",0.0185927298341985,"Primarily in person","2099","Public, 4-year",0.0109575988565984
"2886","nov5","Ohio","Cuyahoga","Cleveland","Cleveland State University",8,"CuyahogaOhio",0.0186410184993264,"Primarily online","16069","Public, 4-year",0.000497853008899123
"2889","nov5","Ohio","Defiance","Defiance","Defiance College",69,"DefianceOhio",0.0187728096200803,"Hybrid","545","Private nonprofit, 4-year",0.126605504587156
"2890","nov5","Ohio","Licking","Granville","Denison University",10,"LickingOhio",0.0186529610656896,"Hybrid","2394","Private nonprofit, 4-year",0.00417710944026733
"2891","nov5","Ohio","Jefferson","Steubenville","Franciscan University of Steubenville",27,"JeffersonOhio",0.00921546115575966,"Primarily in person","3028","Private nonprofit, 4-year",0.00891677675033025
"2892","nov5","Ohio","Seneca","Tiffin","Heidelberg University",65,"SenecaOhio",0.0153321976149915,"Primarily in person","1219","Private nonprofit, 4-year",0.0533223954060705
"2893","nov5","Ohio","Portage","Hiram","Hiram College",13,"PortageOhio",0.0128765403222828,"Hybrid","1255","Private nonprofit, 4-year",0.0103585657370518
"2894","nov5","Ohio","Cuyahoga","University Heights","John Carroll University",122,"CuyahogaOhio",0.0186410184993264,"Fully online","3555","Private nonprofit, 4-year",0.0343178621659634
"2897","nov5","Ohio","Ashtabula","Ashtabula","Kent State University, Ashtabula",0,"AshtabulaOhio",0.0102117419606956,"Primarily online","2026","Public, 4-year",0
"2899","nov5","Ohio","Columbiana","Salem","Kent State University, Salem",0,"ColumbianaOhio",0.023350313595006,"Primarily online","1697","Public, 4-year",0
"2903","nov5","Ohio","Knox","Gambier","Kenyon College",1,"KnoxOhio",0.009290459227881,"Primarily online","1730","Private nonprofit, 4-year",0.000578034682080925
"2904","nov5","Ohio","Lake","Painesville","Lake Erie College",15,"LakeOhio",0.0123137619542123,"Primarily in person","1160","Private nonprofit, 4-year",0.0129310344827586
"2905","nov5","Ohio","Lorain","Elyria","Lorain County Community College",0,"LorainOhio",0.0109220128262645,"Primarily online","10644","Public, 4-year",0
"2906","nov5","Ohio","Stark","Canton","Malone University",33,"StarkOhio",0.0132000021586267,"Hybrid","1667","Private nonprofit, 4-year",0.0197960407918416
"2907","nov5","Ohio","Washington","Marietta","Marietta College",53,"WashingtonOhio",0.00901336983191734,"Hybrid","1130","Private nonprofit, 4-year",0.0469026548672566
"2908","nov5","Ohio","Butler","Oxford","Miami University (Ohio)",2248,"ButlerOhio",0.026635589637046,"Primarily online","19934","Public, 4-year",0.112772148088693
"2910","nov5","Ohio","Muskingum","New Concord","Muskingum University",5,"MuskingumOhio",0.0139186916429856,"Fully in person","2412","Private nonprofit, 4-year",0.00207296849087894
"2914","nov5","Ohio","Lorain","Oberlin","Oberlin College",19,"LorainOhio",0.0109220128262645,"Primarily online","2812","Private nonprofit, 4-year",0.00675675675675676
"2915","nov5","Ohio","Franklin","Columbus","Ohio Dominican University",81,"FranklinOhio",0.0275130699993013,"Primarily in person","1716","Private nonprofit, 4-year",0.0472027972027972
"2916","nov5","Ohio","Hardin","Ada","Ohio Northern University",51,"HardinOhio",0.0151442690897497,"Primarily in person","3039","Private nonprofit, 4-year",0.016781836130306
"2917","nov5","Ohio","Franklin","Columbus","Ohio State University",3711,"FranklinOhio",0.0275130699993013,"Hybrid","61170","Public, 4-year",0.0606669936243256
"2918","nov5","Ohio","Athens","Athens","Ohio University",604,"AthensOhio",0.0220123379307178,"Primarily online","28480","Public, 4-year",0.0212078651685393
"2924","nov5","Ohio","Delaware","Delaware","Ohio Wesleyan University",125,"DelawareOhio",0.0164023769343666,"Primarily in person","1561","Private nonprofit, 4-year",0.0800768737988469
"2925","nov5","Ohio","Franklin","Westerville","Otterbein University",73,"FranklinOhio",0.0275130699993013,"Primarily online","2886","Private nonprofit, 4-year",0.0252945252945253
"2926","nov5","Ohio","Scioto","Portsmouth","Shawnee State University",47,"SciotoOhio",0.0154818493241628,"Hybrid","3253","Public, 4-year",0.0144482016600061
"2927","nov5","Ohio","Montgomery","Dayton","Sinclair Community College",24,"MontgomeryOhio",0.0245181845709976,"Primarily in person","18576","Public, 2-year",0.00129198966408269
"2928","nov5","Ohio","Sandusky","Fremont","Terra State Community College",12,"SanduskyOhio",0.0154653269079599,"Primarily in person","2228","Public, 2-year",0.00538599640933573
"2931","nov5","Ohio","Seneca","Tiffin","Tiffin University",54,"SenecaOhio",0.0153321976149915,"Primarily in person","3045","Private nonprofit, 4-year",0.0177339901477833
"2932","nov5","Ohio","Summit","Akron","University of Akron",119,"SummitOhio",0.0150550910976261,"Primarily online","18731","Public, 4-year",0.0063531044792056
"2933","nov5","Ohio","Hamilton","Cincinnati","University of Cincinnati",854,"HamiltonOhio",0.0247041798322391,"Hybrid","37886","Public, 4-year",0.0225413081349311
"2935","nov5","Ohio","Montgomery","Dayton","University of Dayton",1455,"MontgomeryOhio",0.0245181845709976,"Primarily online","11241","Private nonprofit, 4-year",0.129436882839605
"2936","nov5","Ohio","Stark","Alliance","University of Mount Union",79,"StarkOhio",0.0132000021586267,"Hybrid","2403","Private nonprofit, 4-year",0.0328755722014149
"2937","nov5","Ohio","Lucas","Toledo","University of Toledo",421,"LucasOhio",0.0225891097892368,"Primarily in person","20237","Public, 4-year",0.0208034787764985
"2938","nov5","Ohio","Cuyahoga","Pepper Pike","Ursuline College",7,"CuyahogaOhio",0.0186410184993264,"Hybrid","1073","Private nonprofit, 4-year",0.0065237651444548
"2939","nov5","Ohio","Stark","North Canton","Walsh University",44,"StarkOhio",0.0132000021586267,"Primarily in person","2779","Private nonprofit, 4-year",0.0158330334652753
"2941","nov5","Ohio","Clark","Springfield","Wittenberg University",186,"ClarkOhio",0.0238136079890814,"Hybrid","1801","Private nonprofit, 4-year",0.103275957801222
"2942","nov5","Ohio","Montgomery","Dayton","Wright State University",76,"MontgomeryOhio",0.0245181845709976,"Primarily online","14403","Public, 4-year",0.00527667846976324
