"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type"
"1685","oct8","Wisconsin","Outagamie","Appleton","Lawrence University",13,"OutagamieWisconsin","0.0328179471485217","Hybrid","1463","Private nonprofit, 4-year"
"1686","oct8","Wisconsin","Dane","Madison","Madison Area Technical College",0,"DaneWisconsin","0.0205032056265376","Hybrid","15250","Public, 4-year"
"1687","oct8","Wisconsin","Jefferson","Watertown","Maranatha Baptist University",1,"JeffersonWisconsin","0.0211280067005627","Fully in person","1035","Private nonprofit, 4-year"
"1689","oct8","Wisconsin","Milwaukee","Milwaukee","Marquette University",381,"MilwaukeeWisconsin","0.0347341619031305","Hybrid","11605","Private nonprofit, 4-year"
"1690","oct8","Wisconsin","Milwaukee","Milwaukee","Milwaukee School of Engineering",19,"MilwaukeeWisconsin","0.0347341619031305","Hybrid","2820","Private nonprofit, 4-year"
"1692","oct8","Wisconsin","Ashland","Ashland","Northland College",0,"AshlandWisconsin","0.0114381184937669","Primarily in person","582","Private nonprofit, 4-year"
"1695","oct8","Wisconsin","Eau Claire","Eau Claire","University of Wisconsin-Eau Claire",436,"Eau ClaireWisconsin","0.0213386082602297","Primarily in person","11604","Public, 4-year"
"1696","oct8","Wisconsin","Brown","Green Bay","University of Wisconsin-Green Bay",88,"BrownWisconsin","0.0418345669118703","Primarily online","8566","Public, 4-year"
"1697","oct8","Wisconsin","La Crosse","La Crosse","University of Wisconsin-La Crosse",350,"La CrosseWisconsin","0.0300298264642082","Primarily online","10597","Public, 4-year"
"1698","oct8","Wisconsin","Dane","Madison","University of Wisconsin-Madison",3041,"DaneWisconsin","0.0205032056265376","Primarily online","43463","Public, 4-year"
"1699","oct8","Wisconsin","Milwaukee","Milwaukee","University of Wisconsin-Milwaukee",516,"MilwaukeeWisconsin","0.0347341619031305","Hybrid","27012","Public, 4-year"
"1700","oct8","Wisconsin","Winnebago","Oshkosh","University of Wisconsin-Oshkosh",735,"WinnebagoWisconsin","0.0330469381700571","Primarily online","16410","Public, 4-year"
"1701","oct8","Wisconsin","Kenosha","Somers","University of Wisconsin-Parkside",25,"KenoshaWisconsin","0.0251001114643108","Primarily online","4295","Public, 4-year"
"1702","oct8","Wisconsin","Grant","Platteville","University of Wisconsin-Platteville",240,"GrantWisconsin","0.0256614630922063","Primarily online","8955","Public, 4-year"
"1703","oct8","Wisconsin","Pierce","River Falls","University of Wisconsin-River Falls",184,"PierceWisconsin","0.0173317116527109","Primarily online","6135","Public, 4-year"
"1704","oct8","Wisconsin","Portage","Stevens Point","University of Wisconsin-Stevens Point",259,"PortageWisconsin","0.0253631379641666","Primarily online","9086","Public, 4-year"
"1705","oct8","Wisconsin","Dunn","Menomonie","University of Wisconsin-Stout",15,"DunnWisconsin","0.0161567624757538","Primarily online","8770","Public, 4-year"
"1706","oct8","Wisconsin","Douglas","Superior","University of Wisconsin-Superior",6,"DouglasWisconsin","0.0131865585168019","Primarily online","2603","Public, 4-year"
"1707","oct8","Wisconsin","Walworth","Whitewater","University of Wisconsin-Whitewater",421,"WalworthWisconsin","0.0289116956136635","Primarily online","13059","Public, 4-year"
"1708","oct8","Wisconsin","La Crosse","La Crosse","Viterbo University",50,"La CrosseWisconsin","0.0300298264642082","Primarily in person","2598","Private nonprofit, 4-year"
"1709","oct8","Wisconsin","Milwaukee","Milwaukee","Wisconsin Lutheran College",12,"MilwaukeeWisconsin","0.0347341619031305","Hybrid","1248","Private nonprofit, 4-year"
"1710","oct8","Wyoming","Natrona","Casper","Casper College",68,"NatronaWyoming","0.00867790327831902","Fully in person","3650","Public, 2-year"
"1711","oct8","Wyoming","Goshen","Torrington","Eastern Wyoming College",3,"GoshenWyoming","0.00908333964120808","Undetermined","1462","Public, 2-year"
"1712","oct8","Wyoming","Albany","Laramie","University of Wyoming",456,"AlbanyWyoming","0.019212962962963","Primarily in person","12450","Public, 4-year"
"1716","nov5","Alabama","Lee","Auburn","Auburn University",2047,"LeeAlabama","0.0413997641939444","Hybrid","30440","Public, 4-year"
"1717","nov5","Alabama","Montgomery","Montgomery","Auburn University, Montgomery",80,"MontgomeryAlabama","0.0482899605273615","Hybrid","5211","Public, 4-year"
"1718","nov5","Alabama","Walker","Jasper","Bevill State Community College",4,"WalkerAlabama","0.0485351301144503","Primarily online","3745","Public, 2-year"
"1719","nov5","Alabama","Jefferson","Birmingham","Birmingham-Southern College",196,"JeffersonAlabama","0.038202294961986","Primarily in person","1268","Private nonprofit, 4-year"
"1720","nov5","Alabama","Limestone","Tanner","Calhoun Community College",36,"LimestoneAlabama","0.0326644088358692","Primarily online","9736","Public, 2-year"
"1721","nov5","Alabama","Tallapoosa","Alexander City","Central Alabama Community College",24,"TallapoosaAlabama","0.0357470210815765","Primarily online","1681","Public, 2-year"
"1722","nov5","Alabama","Coffee","Enterprise","Enterprise State Community College",32,"CoffeeAlabama","0.0366818233923045","Primarily online","1705","Public, 2-year"
"1723","nov5","Alabama","Etowah","Gadsden","Gadsden State Community College",45,"EtowahAlabama","0.046397700160363","Hybrid","4736","Public, 2-year"
"1725","nov5","Alabama","Calhoun","Jacksonville","Jacksonville State University",219,"CalhounAlabama","0.0443554421020202","Primarily online","8479","Public, 4-year"
"1726","nov5","Alabama","Covington","Andalusia","Lurleen B. Wallace Community College",16,"CovingtonAlabama","0.0516073308321412","Primarily online","1784","Public, 2-year"
"1727","nov5","Alabama","Perry","Marion","Marion Military Institute",5,"PerryAlabama","0.0688109380253278","Hybrid","394","Public, 2-year"
"1729","nov5","Alabama","Jefferson","Birmingham","Samford University",379,"JeffersonAlabama","0.038202294961986","Hybrid","5619","Private nonprofit, 4-year"
"1730","nov5","Alabama","Marshall","Boaz","Snead State Community College",13,"MarshallAlabama","0.0488457643581954","Hybrid","2280","Public, 2-year"
"1731","nov5","Alabama","Randolph","Wadley","Southern Union State Community College",59,"RandolphAlabama","0.0386849749141801","Hybrid","4531","Public, 2-year"
"1732","nov5","Alabama","Mobile","Mobile","Spring Hill College",113,"MobileAlabama","0.0425715737760461","Hybrid","1379","Private nonprofit, 4-year"
"1733","nov5","Alabama","Pike","Troy","Troy University",628,"PikeAlabama","0.0425801775684001","Hybrid","16981","Public, 4-year"
"1737","nov5","Alabama","Macon","Tuskeegee","Tuskegee University",69,"MaconAlabama","0.0326544166482178","Hybrid","3026","Private nonprofit, 4-year"
"1739","nov5","Alabama","Jefferson","Birmingham","University of Alabama, Birmingham",1779,"JeffersonAlabama","0.038202294961986","Primarily online","21923","Public, 4-year"
"1741","nov5","Alabama","Shelby","Montevallo","University of Montevallo",110,"ShelbyAlabama","0.0368255688969325","Primarily in person","2612","Public, 4-year"
"1742","nov5","Alabama","Lauderdale","Florence","University of North Alabama",370,"LauderdaleAlabama","0.0305729599154526","Hybrid","7488","Public, 4-year"
"1743","nov5","Alabama","Mobile","Mobile","University of South Alabama",378,"MobileAlabama","0.0425715737760461","Primarily online","14834","Public, 4-year"
"1750","nov5","Arizona","Maricopa","Tempe","Arizona State University",2518,"MaricopaArizona","0.0363306486313192","Hybrid","51585","Public, 4-year"
"1751","nov5","Arizona","Yuma","Yuma","Arizona Western College",41,"YumaArizona","0.0665101245632335","Primarily online","7434","Public, 2-year"
"1752","nov5","Arizona","Apache","Tsaile","Dine College",7,"ApacheArizona","0.0565609915561924","Primarily online","1519","Public, 4-year"
"1757","nov5","Arizona","Coconino","Flagstaff","Northern Arizona University",268,"CoconinoArizona","0.039072736903733","Primarily online","31066","Public, 4-year"
"1758","nov5","Arizona","Pima","Tucson","University of Arizona",2517,"PimaArizona","0.0281262204245478","Primarily online","44097","Public, 4-year"
"1759","nov5","Arkansas","Mississippi","Blytheville","Arkansas Northeastern College",28,"MississippiArkansas","0.0617696981624068","Hybrid","1422","Public, 2-year"
"1761","nov5","Arkansas","Pope","Russellville","Arkansas Tech University",340,"PopeArkansas","0.0456361593207641","Primarily in person","12101","Public, 4-year"
"1762","nov5","Arkansas","Randolph","Pocahontas","Black River Technical College",56,"RandolphArkansas","0.0399821806437242","Primarily in person","1582","Public, 2-year"
"1763","nov5","Arkansas","White","Searcy","Harding University",300,"WhiteArkansas","0.0228308762840781","Hybrid","5121","Private nonprofit, 4-year"
"1764","nov5","Arkansas","Clark","Arkadelphia","Henderson State University",116,"ClarkArkansas","0.0252688172043011","Primarily online","3961","Public, 4-year"
"1765","nov5","Arkansas","Faulkner","Conway","Hendrix College",17,"FaulknerArkansas","0.0289507725761267","Fully online","1208","Private nonprofit, 4-year"
"1766","nov5","Arkansas","Benton","Siloam Springs","John Brown University",36,"BentonArkansas","0.0324567154233882","Fully in person","2516","Private nonprofit, 4-year"
"1767","nov5","Arkansas","Independence","Batesville","Lyon College",12,"IndependenceArkansas","0.0415862524785195","Fully online","655","Private nonprofit, 4-year"
"1768","nov5","Arkansas","Garland","Hot Springs","National Park College",36,"GarlandArkansas","0.0276497695852535","Fully online","2017","Public, 2-year"
"1769","nov5","Arkansas","Benton","Bentonville","NorthWest Arkansas Community College",16,"BentonArkansas","0.0324567154233882","Primarily online","7979","Public, 2-year"
"1770","nov5","Arkansas","Clark","Arkadelphia","Ouachita Baptist University",147,"ClarkArkansas","0.0252688172043011","Primarily online","1660","Private nonprofit, 4-year"
"1771","nov5","Arkansas","Columbia","Magnolia","Southern Arkansas University",144,"ColumbiaArkansas","0.0331244404655327","Undetermined","4472","Public, 4-year"
"1776","nov5","Arkansas","Sebastian","Fort Smith","University of Arkansas, Fort Smith",104,"SebastianArkansas","0.0414388196546895","Primarily in person","6557","Public, 4-year"
"1777","nov5","Arkansas","Pulaski","Little Rock","University of Arkansas, Little Rock",149,"PulaskiArkansas","0.0328212272684359","Hybrid","10515","Public, 4-year"
"1778","nov5","Arkansas","Drew","Monticello","University of Arkansas, Monticello",40,"DrewArkansas","0.0254679181074702","Hybrid","3111","Public, 4-year"
"1779","nov5","Arkansas","Jefferson","Pine Bluff","University of Arkansas, Pine Bluff",172,"JeffersonArkansas","0.0660840416616784","Primarily online","2579","Public, 4-year"
"1781","nov5","Arkansas","Conway","Conway","University of Central Arkansas",379,"ConwayArkansas","0.0183248584860405","Primarily online","11177","Public, 4-year"
"1782","nov5","Arkansas","Johnson","Clarksville","University of the Ozarks",52,"JohnsonArkansas","0.0404469862292121","Hybrid","872","Private nonprofit, 4-year"
"1784","nov5","California","Los Angeles","Lancaster","Antelope Valley College",14,"Los AngelesCalifornia","0.0312304670126536","Primarily online","14239","Public, 4-year"
"1785","nov5","California","Los Angeles","Azusa","Azusa Pacific University",8,"Los AngelesCalifornia","0.0312304670126536","Fully online","10095","Private nonprofit, 4-year"
"1786","nov5","California","Kern","Bakersfield","Bakersfield College",0,"KernCalifornia","0.0388501691842498","Primarily online","24589","Public, 4-year"
"1787","nov5","California","Los Angeles","La Mirada","Biola University",6,"Los AngelesCalifornia","0.0312304670126536","Primarily online","6109","Private nonprofit, 4-year"
"1788","nov5","California","Riverside","Riverside","California Baptist University",9,"RiversideCalifornia","0.028458891273427","Primarily online","10486","Private nonprofit, 4-year"
"1789","nov5","California","Los Angeles","Pasadena","California Institute of Technology",29,"Los AngelesCalifornia","0.0312304670126536","Fully online","2233","Private nonprofit, 4-year"
"1790","nov5","California","Ventura","Thousand Oaks","California Lutheran University",7,"VenturaCalifornia","0.0176547211249093","Primarily online","4383","Private nonprofit, 4-year"
"1791","nov5","California","San Luis Obispo","San Luis Obispo","California Polytechnic State University, San Luis Obispo",271,"San Luis ObispoCalifornia","0.0158806969704462","Primarily online","22013","Public, 4-year"
"1792","nov5","California","Los Angeles","Pomona","California State Polytechnic University, Pomona",16,"Los AngelesCalifornia","0.0312304670126536","Fully online","26598","Public, 4-year"
"1793","nov5","California","Solano","Vallejo","California State University Maritime Academy",3,"SolanoCalifornia","0.0178736180393751","Primarily online","1046","Public, 4-year"
"1794","nov5","California","Kern","Bakersfield","California State University, Bakersfield",5,"KernCalifornia","0.0388501691842498","Primarily online","10816","Public, 4-year"
"1796","nov5","California","Butte","Chico","California State University, Chico",204,"ButteCalifornia","0.0147135309736936","Fully online","17578","Public, 4-year"
"1799","nov5","California","Orange","Fullerton","California State University, Fullerton",10,"OrangeCalifornia","0.0198775573953645","Fully online","40280","Public, 4-year"
"1800","nov5","California","Los Angeles","Long Beach","California State University, Long Beach",32,"Los AngelesCalifornia","0.0312304670126536","Primarily online","37466","Public, 4-year"
"1801","nov5","California","Los Angeles","Los Angeles","California State University, Los Angeles",88,"Los AngelesCalifornia","0.0312304670126536","Fully online","28036","Public, 4-year"
"1803","nov5","California","Los Angeles","Los Angeles","California State University, Northridge",39,"Los AngelesCalifornia","0.0312304670126536","Primarily online","40212","Public, 4-year"
"1804","nov5","California","Sacramento","Sacramento","California State University, Sacramento",43,"SacramentoCalifornia","0.017574729810355","Primarily online","31902","Public, 4-year"
"1805","nov5","California","San Bernardino","San Bernardino","California State University, San Bernardino",30,"San BernardinoCalifornia","0.0308226514103808","Primarily online","20238","Public, 4-year"
"1806","nov5","California","San Diego","San Marcos","California State University, San Marcos",27,"San DiegoCalifornia","0.0174305715732118","Primarily online","15972","Public, 4-year"
